X;Z;EXM;EZM;;;X;Z;EXM;EZM
-1.5;-1.25;0.202369;0.0709237;;;-1.5;-1.25;1.25E-01;1.45E-01
-1.25;-1.25;0.243461;0.0815094;;;-1.25;-1.25;1.70E-01;1.66E-01
-1;-1.25;0.296256;0.0901049;;;-1;-1.25;2.33E-01;1.84E-01
-0.75;-1.25;0.360414;0.0918583;;;-0.75;-1.25;3.14E-01;1.88E-01
-0.5;-1.25;0.429116;0.079542;;;-0.5;-1.25;4.05E-01;1.62E-01
-0.25;-1.25;0.485568;0.047585;;;-0.25;-1.25;4.84E-01;9.71E-02
0;-1.25;0.507952;6.25577E-17;;;0;-1.25;5.15E-01;2.62E-10
0.25;-1.25;0.485568;0.047585;;;0.25;-1.25;4.84E-01;9.71E-02
0.5;-1.25;0.429116;0.079542;;;0.5;-1.25;4.05E-01;1.62E-01
0.75;-1.25;0.360414;0.0918583;;;0.75;-1.25;3.14E-01;1.88E-01
1;-1.25;0.296256;0.0901049;;;1;-1.25;2.33E-01;1.84E-01
1.25;-1.25;0.243461;0.0815094;;;1.25;-1.25;1.70E-01;1.66E-01
1.5;-1.25;0.202369;0.0709237;;;1.5;-1.25;1.25E-01;1.45E-01
1.75;-1.25;0.170932;0.0607126;;;1.75;-1.25;9.30E-02;1.24E-01
2;-1.25;0.146811;0.0517444;;;2;-1.25;7.05E-02;1.06E-01
2.25;-1.25;0.128073;0.0441813;;;2.25;-1.25;5.45E-02;9.02E-02
2.5;-1.25;0.113279;0.0379093;;;2.5;-1.25;4.30E-02;7.74E-02
2.75;-1.25;0.101398;0.0327334;;;2.75;-1.25;3.45E-02;6.69E-02
3;-1.25;0.0916991;0.028457;;;3;-1.25;2.81E-02;5.81E-02
3.25;-1.25;0.0836586;0.0249082;;;3.25;-1.25;2.32E-02;5.09E-02
3.5;-1.25;0.0769003;0.0219458;;;3.5;-1.25;1.95E-02;4.48E-02
3.75;-1.25;0.0711486;0.0194564;;;3.75;-1.25;1.65E-02;3.97E-02
4;-1.25;0.0661988;0.0173502;;;4;-1.25;1.42E-02;3.54E-02
4.25;-1.25;0.0618967;0.015556;;;4.25;-1.25;1.23E-02;3.18E-02
4.5;-1.25;0.0581243;0.0140175;;;4.5;-1.25;1.07E-02;2.86E-02
4.75;-1.25;0.0547902;0.0126902;;;4.75;-1.25;9.42E-03;2.59E-02
5;-1.25;0.0518224;0.0115381;;;5;-1.25;8.35E-03;2.36E-02
-5;-1;0.0510921;0.00948082;;;-5;-1;7.22E-03;1.94E-02
-4.75;-1;0.0539539;0.0104567;;;-4.75;-1;8.08E-03;2.14E-02
-4.5;-1;0.0571618;0.0115881;;;-4.5;-1;9.11E-03;2.37E-02
-4.25;-1;0.0607829;0.0129089;;;-4.25;-1;1.03E-02;2.64E-02
-4;-1;0.0649029;0.0144627;;;-4;-1;1.18E-02;2.95E-02
-3.75;-1;0.0696328;0.0163056;;;-3.75;-1;1.37E-02;3.33E-02
-3.5;-1;0.0751183;0.0185109;;;-3.5;-1;1.60E-02;3.78E-02
-3.25;-1;0.0815547;0.0211751;;;-3.25;-1;1.89E-02;4.33E-02
-3;-1;0.0892083;0.0244267;;;-3;-1;2.27E-02;4.99E-02
-2.75;-1;0.0984502;0.0284377;;;-2.75;-1;2.77E-02;5.81E-02
-2.5;-1;0.10981;0.0334391;;;-2.5;-1;3.44E-02;6.83E-02
-2.25;-1;0.124058;0.0397389;;;-2.25;-1;4.36E-02;8.12E-02
-2;-1;0.142346;0.0477368;;;-2;-1;5.68E-02;9.75E-02
-1.75;-1;0.166421;0.0579134;;;-1.75;-1;7.60E-02;1.18E-01
-1.5;-1;0.198946;0.0707249;;;-1.5;-1;1.05E-01;1.44E-01
-1.25;-1;0.243869;0.0862131;;;-1.25;-1;1.49E-01;1.76E-01
-1;-1;0.30641;0.102878;;;-1;-1;2.17E-01;2.10E-01
-0.75;-1;0.391053;0.115141;;;-0.75;-1;3.18E-01;2.35E-01
-0.5;-1;0.493916;0.110153;;;-0.5;-1;4.50E-01;2.25E-01
-0.25;-1;0.589123;0.0714682;;;-0.25;-1;5.80E-01;1.46E-01
0;-1;0.629754;8.07425E-17;;;0;-1;6.37E-01;4.08E-10
0.25;-1;0.589123;0.0714682;;;0.25;-1;5.80E-01;1.46E-01
0.5;-1;0.493916;0.110153;;;0.5;-1;4.50E-01;2.25E-01
0.75;-1;0.391053;0.115141;;;0.75;-1;3.18E-01;2.35E-01
1;-1;0.30641;0.102878;;;1;-1;2.17E-01;2.10E-01
1.25;-1;0.243869;0.0862131;;;1.25;-1;1.49E-01;1.76E-01
1.5;-1;0.198946;0.0707249;;;1.5;-1;1.05E-01;1.44E-01
1.75;-1;0.166421;0.0579134;;;1.75;-1;7.60E-02;1.18E-01
2;-1;0.142346;0.0477368;;;2;-1;5.68E-02;9.75E-02
2.25;-1;0.124058;0.0397389;;;2.25;-1;4.36E-02;8.12E-02
2.5;-1;0.10981;0.0334391;;;2.5;-1;3.44E-02;6.83E-02
2.75;-1;0.0984502;0.0284377;;;2.75;-1;2.77E-02;5.81E-02
3;-1;0.0892083;0.0244267;;;3;-1;2.27E-02;4.99E-02
3.25;-1;0.0815547;0.0211751;;;3.25;-1;1.89E-02;4.33E-02
3.5;-1;0.0751183;0.0185109;;;3.5;-1;1.60E-02;3.78E-02
3.75;-1;0.0696328;0.0163056;;;3.75;-1;1.37E-02;3.33E-02
4;-1;0.0649029;0.0144627;;;4;-1;1.18E-02;2.95E-02
4.25;-1;0.0607829;0.0129089;;;4.25;-1;1.03E-02;2.64E-02
4.5;-1;0.0571618;0.0115881;;;4.5;-1;9.11E-03;2.37E-02
4.75;-1;0.0539539;0.0104567;;;4.75;-1;8.08E-03;2.14E-02
5;-1;0.0510921;0.00948082;;;5;-1;7.22E-03;1.94E-02
-5;-0.75;0.0504866;0.0072625;;;-5;-0.75;6.63E-03;1.48E-02
-4.75;-0.75;0.0532557;0.00802805;;;-4.75;-0.75;7.37E-03;1.64E-02
-4.5;-0.75;0.0563516;0.00892001;;;-4.5;-0.75;8.24E-03;1.82E-02
-4.25;-0.75;0.0598362;0.00996744;;;-4.25;-0.75;9.28E-03;2.04E-02
-4;-0.75;0.0637888;0.0112081;;;-4;-0.75;1.05E-02;2.29E-02
-3.75;-0.75;0.0683113;0.0126919;;;-3.75;-0.75;1.20E-02;2.59E-02
-3.5;-0.75;0.073538;0.0144852;;;-3.5;-0.75;1.39E-02;2.96E-02
-3.25;-0.75;0.0796487;0.0166786;;;-3.25;-0.75;1.62E-02;3.41E-02
-3;-0.75;0.0868898;0.0193966;;;-3;-0.75;1.92E-02;3.96E-02
-2.75;-0.75;0.0956073;0.0228148;;;-2.75;-0.75;2.31E-02;4.66E-02
-2.5;-0.75;0.106301;0.0271842;;;-2.5;-0.75;2.83E-02;5.55E-02
-2.25;-0.75;0.119719;0.0328706;;;-2.25;-0.75;3.55E-02;6.71E-02
-2;-0.75;0.137015;0.0404153;;;-2;-0.75;4.57E-02;8.25E-02
-1.75;-0.75;0.160048;0.0506222;;;-1.75;-0.75;6.07E-02;1.03E-01
-1.5;-0.75;0.191927;0.0646592;;;-1.5;-0.75;8.41E-02;1.32E-01
-1.25;-0.75;0.238011;0.0840553;;;-1.25;-0.75;1.22E-01;1.72E-01
-1;-0.75;0.307488;0.110028;;;-1;-0.75;1.87E-01;2.25E-01
-0.75;-0.75;0.414321;0.140043;;;-0.75;-0.75;3.01E-01;2.86E-01
-0.5;-0.75;0.569228;0.156974;;;-0.5;-0.75;4.86E-01;3.21E-01
-0.25;-0.75;0.742167;0.117783;;;-0.25;-0.75;7.13E-01;2.41E-01
0;-0.75;0.825602;1.17043E-16;;;0;-0.75;8.29E-01;7.21E-10
0.25;-0.75;0.742167;0.117783;;;0.25;-0.75;7.13E-01;2.41E-01
0.5;-0.75;0.569228;0.156974;;;0.5;-0.75;4.86E-01;3.21E-01
0.75;-0.75;0.414321;0.140043;;;0.75;-0.75;3.01E-01;2.86E-01
1;-0.75;0.307488;0.110028;;;1;-0.75;1.87E-01;2.25E-01
1.25;-0.75;0.238011;0.0840553;;;1.25;-0.75;1.22E-01;1.72E-01
1.5;-0.75;0.191927;0.0646592;;;1.5;-0.75;8.41E-02;1.32E-01
1.75;-0.75;0.160048;0.0506222;;;1.75;-0.75;6.07E-02;1.03E-01
2;-0.75;0.137015;0.0404153;;;2;-0.75;4.57E-02;8.25E-02
2.25;-0.75;0.119719;0.0328706;;;2.25;-0.75;3.55E-02;6.71E-02
2.5;-0.75;0.106301;0.0271842;;;2.5;-0.75;2.83E-02;5.55E-02
2.75;-0.75;0.0956073;0.0228148;;;2.75;-0.75;2.31E-02;4.66E-02
3;-0.75;0.0868898;0.0193966;;;3;-0.75;1.92E-02;3.96E-02
3.25;-0.75;0.0796487;0.0166786;;;3.25;-0.75;1.62E-02;3.41E-02
3.5;-0.75;0.073538;0.0144852;;;3.5;-0.75;1.39E-02;2.96E-02
3.75;-0.75;0.0683113;0.0126919;;;3.75;-0.75;1.20E-02;2.59E-02
4;-0.75;0.0637888;0.0112081;;;4;-0.75;1.05E-02;2.29E-02
4.25;-0.75;0.0598362;0.00996744;;;4.25;-0.75;9.28E-03;2.04E-02
4.5;-0.75;0.0563516;0.00892001;;;4.5;-0.75;8.24E-03;1.82E-02
4.75;-0.75;0.0532557;0.00802805;;;4.75;-0.75;7.37E-03;1.64E-02
5;-0.75;0.0504866;0.0072625;;;5;-0.75;6.63E-03;1.48E-02
-5;-0.5;0.0500328;0.00491617;;;-5;-0.5;6.44E-03;1.00E-02
-4.75;-0.5;0.0527298;0.00544334;;;-4.75;-0.5;7.14E-03;1.11E-02
-4.5;-0.5;0.0557375;0.00605977;;;-4.5;-0.5;7.95E-03;1.24E-02
-4.25;-0.5;0.0591136;0.00678672;;;-4.25;-0.5;8.92E-03;1.39E-02
-4;-0.5;0.0629309;0.00765218;;;-4;-0.5;1.01E-02;1.56E-02
-3.75;-0.5;0.0672831;0.00869348;;;-3.75;-0.5;1.15E-02;1.78E-02
-3.5;-0.5;0.0722925;0.00996137;;;-3.5;-0.5;1.32E-02;2.04E-02
-3.25;-0.5;0.0781225;0.0115262;;;-3.25;-0.5;1.53E-02;2.35E-02
-3;-0.5;0.0849957;0.0134875;;;-3;-0.5;1.79E-02;2.76E-02
-2.75;-0.5;0.0932237;0.01599;;;-2.75;-0.5;2.13E-02;3.27E-02
-2.5;-0.5;0.103257;0.0192495;;;-2.5;-0.5;2.58E-02;3.93E-02
-2.25;-0.5;0.115771;0.0235992;;;-2.25;-0.5;3.19E-02;4.82E-02
-2;-0.5;0.131825;0.029572;;;-2;-0.5;4.03E-02;6.04E-02
-1.75;-0.5;0.153167;0.0380569;;;-1.75;-0.5;5.27E-02;7.77E-02
-1.5;-0.5;0.18288;0.0506031;;;-1.5;-0.5;7.15E-02;1.03E-01
-1.25;-0.5;0.226816;0.0700205;;;-1.25;-0.5;1.02E-01;1.43E-01
-1;-0.5;0.297018;0.101441;;;-1;-0.5;1.57E-01;2.07E-01
-0.75;-0.5;0.419573;0.152824;;;-0.75;-0.5;2.66E-01;3.12E-01
-0.5;-0.5;0.644087;0.222538;;;-0.5;-0.5;4.95E-01;4.54E-01
-0.25;-0.5;0.98399;0.224053;;;-0.25;-0.5;9.00E-01;4.58E-01
0;-0.5;1.18565;3.47494E-16;;;0;-0.5;1.17E+00;1.60E-09
0.25;-0.5;0.98399;0.224053;;;0.25;-0.5;9.00E-01;4.58E-01
0.5;-0.5;0.644087;0.222538;;;0.5;-0.5;4.95E-01;4.54E-01
0.75;-0.5;0.419573;0.152824;;;0.75;-0.5;2.66E-01;3.12E-01
1;-0.5;0.297018;0.101441;;;1;-0.5;1.57E-01;2.07E-01
1.25;-0.5;0.226816;0.0700205;;;1.25;-0.5;1.02E-01;1.43E-01
1.5;-0.5;0.18288;0.0506031;;;1.5;-0.5;7.15E-02;1.03E-01
1.75;-0.5;0.153167;0.0380569;;;1.75;-0.5;5.27E-02;7.77E-02
2;-0.5;0.131825;0.029572;;;2;-0.5;4.03E-02;6.04E-02
2.25;-0.5;0.115771;0.0235992;;;2.25;-0.5;3.19E-02;4.82E-02
2.5;-0.5;0.103257;0.0192495;;;2.5;-0.5;2.58E-02;3.93E-02
2.75;-0.5;0.0932237;0.01599;;;2.75;-0.5;2.13E-02;3.27E-02
3;-0.5;0.0849957;0.0134875;;;3;-0.5;1.79E-02;2.76E-02
3.25;-0.5;0.0781225;0.0115262;;;3.25;-0.5;1.53E-02;2.35E-02
3.5;-0.5;0.0722925;0.00996137;;;3.5;-0.5;1.32E-02;2.04E-02
3.75;-0.5;0.0672831;0.00869348;;;3.75;-0.5;1.15E-02;1.78E-02
4;-0.5;0.0629309;0.00765218;;;4;-0.5;1.01E-02;1.56E-02
4.25;-0.5;0.0591136;0.00678672;;;4.25;-0.5;8.92E-03;1.39E-02
4.5;-0.5;0.0557375;0.00605977;;;4.5;-0.5;7.95E-03;1.24E-02
4.75;-0.5;0.0527298;0.00544334;;;4.75;-0.5;7.14E-03;1.11E-02
5;-0.5;0.0500328;0.00491617;;;5;-0.5;6.44E-03;1.00E-02
-5;-0.25;0.0497517;0.00248089;;;-5;-0.25;6.44E-03;5.07E-03
-4.75;-0.25;0.0524028;0.00274967;;;-4.75;-0.25;7.13E-03;5.62E-03
-4.5;-0.25;0.0553542;0.00306466;;;-4.5;-0.25;7.95E-03;6.26E-03
-4.25;-0.25;0.0586603;0.00343709;;;-4.25;-0.25;8.91E-03;7.02E-03
-4;-0.25;0.0623896;0.00388184;;;-4;-0.25;1.01E-02;7.93E-03
-3.75;-0.25;0.0666299;0.00441894;;;-3.75;-0.25;1.14E-02;9.03E-03
-3.5;-0.25;0.0714946;0.00507588;;;-3.5;-0.25;1.31E-02;1.04E-02
-3.25;-0.25;0.0771344;0.0058912;;;-3.25;-0.25;1.52E-02;1.20E-02
-3;-0.25;0.0837527;0.00692031;;;-3;-0.25;1.79E-02;1.41E-02
-2.75;-0.25;0.0916324;0.00824519;;;-2.75;-0.25;2.13E-02;1.68E-02
-2.5;-0.25;0.101178;0.0099913;;;-2.5;-0.25;2.58E-02;2.04E-02
-2.25;-0.25;0.112991;0.0123586;;;-2.25;-0.25;3.18E-02;2.52E-02
-2;-0.25;0.128005;0.0156817;;;-2;-0.25;4.03E-02;3.20E-02
-1.75;-0.25;0.147763;0.0205557;;;-1.75;-0.25;5.26E-02;4.20E-02
-1.5;-0.25;0.175002;0.0281239;;;-1.5;-0.25;7.15E-02;5.74E-02
-1.25;-0.25;0.215094;0.0408165;;;-1.25;-0.25;1.03E-01;8.33E-02
-1;-0.25;0.280143;0.0645594;;;-1;-0.25;1.60E-01;1.32E-01
-0.75;-0.25;0.40315;0.116819;;;-0.75;-0.25;2.79E-01;2.38E-01
-0.5;-0.25;0.696168;0.260962;;;-0.5;-0.25;5.70E-01;5.32E-01
-0.25;-0.25;1.43312;0.567811;;;-0.25;-0.25;1.23E+00;1.16E+00
0;-0.25;2.01126;7.48278E-16;;;0;-0.25;1.85E+00;6.04E-09
0.25;-0.25;1.43312;0.567811;;;0.25;-0.25;1.23E+00;1.16E+00
0.5;-0.25;0.696168;0.260962;;;0.5;-0.25;5.70E-01;5.32E-01
0.75;-0.25;0.40315;0.116819;;;0.75;-0.25;2.79E-01;2.38E-01
1;-0.25;0.280143;0.0645594;;;1;-0.25;1.60E-01;1.32E-01
1.25;-0.25;0.215094;0.0408165;;;1.25;-0.25;1.03E-01;8.33E-02
1.5;-0.25;0.175002;0.0281239;;;1.5;-0.25;7.15E-02;5.74E-02
1.75;-0.25;0.147763;0.0205557;;;1.75;-0.25;5.26E-02;4.20E-02
2;-0.25;0.128005;0.0156817;;;2;-0.25;4.03E-02;3.20E-02
2.25;-0.25;0.112991;0.0123586;;;2.25;-0.25;3.18E-02;2.52E-02
2.5;-0.25;0.101178;0.0099913;;;2.5;-0.25;2.58E-02;2.04E-02
2.75;-0.25;0.0916324;0.00824519;;;2.75;-0.25;2.13E-02;1.68E-02
3;-0.25;0.0837527;0.00692031;;;3;-0.25;1.79E-02;1.41E-02
3.25;-0.25;0.0771344;0.0058912;;;3.25;-0.25;1.52E-02;1.20E-02
3.5;-0.25;0.0714946;0.00507588;;;3.5;-0.25;1.31E-02;1.04E-02
3.75;-0.25;0.0666299;0.00441894;;;3.75;-0.25;1.14E-02;9.03E-03
4;-0.25;0.0623896;0.00388184;;;4;-0.25;1.01E-02;7.93E-03
4.25;-0.25;0.0586603;0.00343709;;;4.25;-0.25;8.91E-03;7.02E-03
4.5;-0.25;0.0553542;0.00306466;;;4.5;-0.25;7.95E-03;6.26E-03
4.75;-0.25;0.0524028;0.00274967;;;4.75;-0.25;7.13E-03;5.62E-03
5;-0.25;0.0497517;0.00248089;;;5;-0.25;6.44E-03;5.07E-03
-5;0;0.0496565;0;;;-5;0;6.46E-03;0.00E+00
-4.75;0;0.0522919;0;;;-4.75;0;7.16E-03;0.00E+00
-4.5;0;0.0552238;0;;;-4.5;0;7.98E-03;0.00E+00
-4.25;0;0.0585058;0;;;-4.25;0;8.95E-03;0.00E+00
-4;0;0.0622047;0;;;-4;0;1.01E-02;0.00E+00
-3.75;0;0.0664058;0;;;-3.75;0;1.15E-02;0.00E+00
-3.5;0;0.0712197;0;;;-3.5;0;1.32E-02;0.00E+00
-3.25;0;0.0767922;0;;;-3.25;0;1.54E-02;0.00E+00
-3;0;0.0833195;0;;;-3;0;1.80E-02;0.00E+00
-2.75;0;0.0910728;0;;;-2.75;0;2.15E-02;0.00E+00
-2.5;0;0.100438;0;;;-2.5;0;2.61E-02;0.00E+00
-2.25;0;0.111986;0;;;-2.25;0;3.23E-02;0.00E+00
-2;0;0.126595;0;;;-2;0;4.10E-02;0.00E+00
-1.75;0;0.145704;0;;;-1.75;0;5.39E-02;0.00E+00
-1.5;0;0.171846;0;;;-1.5;0;7.40E-02;0.00E+00
-1.25;0;0.209982;0;;;-1.25;0;1.08E-01;0.00E+00
-1;0;0.271478;0;;;-1;0;1.74E-01;0.00E+00
-0.75;0;0.390138;0;;;-0.75;0;3.28E-01;0.00E+00
-0.5;0;0.738845;0;;;-0.5;0;8.91E-01;0.00E+00
-0.25;0;113.52;0;;;-0.25;0;5.21E+02;0.00E+00
0;0;80.0089;0;;;0;0;9.00E+01;0.00E+00
0.25;0;113.52;0;;;0.25;0;5.21E+02;0.00E+00
0.5;0;0.738845;0;;;0.5;0;8.91E-01;0.00E+00
0.75;0;0.390138;0;;;0.75;0;3.28E-01;0.00E+00
1;0;0.271478;0;;;1;0;1.74E-01;0.00E+00
1.25;0;0.209982;0;;;1.25;0;1.08E-01;0.00E+00
1.5;0;0.171846;0;;;1.5;0;7.40E-02;0.00E+00
1.75;0;0.145704;0;;;1.75;0;5.39E-02;0.00E+00
2;0;0.126595;0;;;2;0;4.10E-02;0.00E+00
2.25;0;0.111986;0;;;2.25;0;3.23E-02;0.00E+00
2.5;0;0.100438;0;;;2.5;0;2.61E-02;0.00E+00
2.75;0;0.0910728;0;;;2.75;0;2.15E-02;0.00E+00
3;0;0.0833195;0;;;3;0;1.80E-02;0.00E+00
3.25;0;0.0767922;0;;;3.25;0;1.54E-02;0.00E+00
3.5;0;0.0712197;0;;;3.5;0;1.32E-02;0.00E+00
3.75;0;0.0664058;0;;;3.75;0;1.15E-02;0.00E+00
4;0;0.0622047;0;;;4;0;1.01E-02;0.00E+00
4.25;0;0.0585058;0;;;4.25;0;8.95E-03;0.00E+00
4.5;0;0.0552238;0;;;4.5;0;7.98E-03;0.00E+00
4.75;0;0.0522919;0;;;4.75;0;7.16E-03;0.00E+00
5;0;0.0496565;0;;;5;0;6.46E-03;0.00E+00
-5;0.25;0.0497517;0.00248089;;;-5;0.25;6.44E-03;5.07E-03
-4.75;0.25;0.0524028;0.00274967;;;-4.75;0.25;7.13E-03;5.62E-03
-4.5;0.25;0.0553542;0.00306466;;;-4.5;0.25;7.95E-03;6.26E-03
-4.25;0.25;0.0586603;0.00343709;;;-4.25;0.25;8.91E-03;7.02E-03
-4;0.25;0.0623896;0.00388184;;;-4;0.25;1.01E-02;7.93E-03
-3.75;0.25;0.0666299;0.00441894;;;-3.75;0.25;1.14E-02;9.03E-03
-3.5;0.25;0.0714946;0.00507588;;;-3.5;0.25;1.31E-02;1.04E-02
-3.25;0.25;0.0771344;0.0058912;;;-3.25;0.25;1.52E-02;1.20E-02
-3;0.25;0.0837527;0.00692031;;;-3;0.25;1.79E-02;1.41E-02
-2.75;0.25;0.0916324;0.00824519;;;-2.75;0.25;2.13E-02;1.68E-02
-2.5;0.25;0.101178;0.0099913;;;-2.5;0.25;2.58E-02;2.04E-02
-2.25;0.25;0.112991;0.0123586;;;-2.25;0.25;3.18E-02;2.52E-02
-2;0.25;0.128005;0.0156817;;;-2;0.25;4.03E-02;3.20E-02
-1.75;0.25;0.147763;0.0205557;;;-1.75;0.25;5.26E-02;4.20E-02
-1.5;0.25;0.175002;0.0281239;;;-1.5;0.25;7.15E-02;5.74E-02
-1.25;0.25;0.215094;0.0408165;;;-1.25;0.25;1.03E-01;8.33E-02
-1;0.25;0.280143;0.0645594;;;-1;0.25;1.60E-01;1.32E-01
-0.75;0.25;0.40315;0.116819;;;-0.75;0.25;2.79E-01;2.38E-01
-0.5;0.25;0.696168;0.260962;;;-0.5;0.25;5.70E-01;5.32E-01
-0.25;0.25;1.43312;0.567811;;;-0.25;0.25;1.23E+00;1.16E+00
0;0.25;2.01126;7.48278E-16;;;0;0.25;1.85E+00;6.04E-09
0.25;0.25;1.43312;0.567811;;;0.25;0.25;1.23E+00;1.16E+00
0.5;0.25;0.696168;0.260962;;;0.5;0.25;5.70E-01;5.32E-01
0.75;0.25;0.40315;0.116819;;;0.75;0.25;2.79E-01;2.38E-01
1;0.25;0.280143;0.0645594;;;1;0.25;1.60E-01;1.32E-01
1.25;0.25;0.215094;0.0408165;;;1.25;0.25;1.03E-01;8.33E-02
1.5;0.25;0.175002;0.0281239;;;1.5;0.25;7.15E-02;5.74E-02
1.75;0.25;0.147763;0.0205557;;;1.75;0.25;5.26E-02;4.20E-02
2;0.25;0.128005;0.0156817;;;2;0.25;4.03E-02;3.20E-02
2.25;0.25;0.112991;0.0123586;;;2.25;0.25;3.18E-02;2.52E-02
2.5;0.25;0.101178;0.0099913;;;2.5;0.25;2.58E-02;2.04E-02
2.75;0.25;0.0916324;0.00824519;;;2.75;0.25;2.13E-02;1.68E-02
3;0.25;0.0837527;0.00692031;;;3;0.25;1.79E-02;1.41E-02
3.25;0.25;0.0771344;0.0058912;;;3.25;0.25;1.52E-02;1.20E-02
3.5;0.25;0.0714946;0.00507588;;;3.5;0.25;1.31E-02;1.04E-02
3.75;0.25;0.0666299;0.00441894;;;3.75;0.25;1.14E-02;9.03E-03
4;0.25;0.0623896;0.00388184;;;4;0.25;1.01E-02;7.93E-03
4.25;0.25;0.0586603;0.00343709;;;4.25;0.25;8.91E-03;7.02E-03
4.5;0.25;0.0553542;0.00306466;;;4.5;0.25;7.95E-03;6.26E-03
4.75;0.25;0.0524028;0.00274967;;;4.75;0.25;7.13E-03;5.62E-03
5;0.25;0.0497517;0.00248089;;;5;0.25;6.44E-03;5.07E-03
-5;0.5;0.0500328;0.00491617;;;-5;0.5;6.44E-03;1.00E-02
-4.75;0.5;0.0527298;0.00544334;;;-4.75;0.5;7.14E-03;1.11E-02
-4.5;0.5;0.0557375;0.00605977;;;-4.5;0.5;7.95E-03;1.24E-02
-4.25;0.5;0.0591136;0.00678672;;;-4.25;0.5;8.92E-03;1.39E-02
-4;0.5;0.0629309;0.00765218;;;-4;0.5;1.01E-02;1.56E-02
-3.75;0.5;0.0672831;0.00869348;;;-3.75;0.5;1.15E-02;1.78E-02
-3.5;0.5;0.0722925;0.00996137;;;-3.5;0.5;1.32E-02;2.04E-02
-3.25;0.5;0.0781225;0.0115262;;;-3.25;0.5;1.53E-02;2.35E-02
-3;0.5;0.0849957;0.0134875;;;-3;0.5;1.79E-02;2.76E-02
-2.75;0.5;0.0932237;0.01599;;;-2.75;0.5;2.13E-02;3.27E-02
-2.5;0.5;0.103257;0.0192495;;;-2.5;0.5;2.58E-02;3.93E-02
-2.25;0.5;0.115771;0.0235992;;;-2.25;0.5;3.19E-02;4.82E-02
-2;0.5;0.131825;0.029572;;;-2;0.5;4.03E-02;6.04E-02
-1.75;0.5;0.153167;0.0380569;;;-1.75;0.5;5.27E-02;7.77E-02
-1.5;0.5;0.18288;0.0506031;;;-1.5;0.5;7.15E-02;1.03E-01
-1.25;0.5;0.226816;0.0700205;;;-1.25;0.5;1.02E-01;1.43E-01
-1;0.5;0.297018;0.101441;;;-1;0.5;1.57E-01;2.07E-01
-0.75;0.5;0.419573;0.152824;;;-0.75;0.5;2.66E-01;3.12E-01
-0.5;0.5;0.644087;0.222538;;;-0.5;0.5;4.95E-01;4.54E-01
-0.25;0.5;0.98399;0.224053;;;-0.25;0.5;9.00E-01;4.58E-01
0;0.5;1.18565;3.47494E-16;;;0;0.5;1.17E+00;1.60E-09
0.25;0.5;0.98399;0.224053;;;0.25;0.5;9.00E-01;4.58E-01
0.5;0.5;0.644087;0.222538;;;0.5;0.5;4.95E-01;4.54E-01
0.75;0.5;0.419573;0.152824;;;0.75;0.5;2.66E-01;3.12E-01
1;0.5;0.297018;0.101441;;;1;0.5;1.57E-01;2.07E-01
1.25;0.5;0.226816;0.0700205;;;1.25;0.5;1.02E-01;1.43E-01
1.5;0.5;0.18288;0.0506031;;;1.5;0.5;7.15E-02;1.03E-01
1.75;0.5;0.153167;0.0380569;;;1.75;0.5;5.27E-02;7.77E-02
2;0.5;0.131825;0.029572;;;2;0.5;4.03E-02;6.04E-02
2.25;0.5;0.115771;0.0235992;;;2.25;0.5;3.19E-02;4.82E-02
2.5;0.5;0.103257;0.0192495;;;2.5;0.5;2.58E-02;3.93E-02
2.75;0.5;0.0932237;0.01599;;;2.75;0.5;2.13E-02;3.27E-02
3;0.5;0.0849957;0.0134875;;;3;0.5;1.79E-02;2.76E-02
3.25;0.5;0.0781225;0.0115262;;;3.25;0.5;1.53E-02;2.35E-02
3.5;0.5;0.0722925;0.00996137;;;3.5;0.5;1.32E-02;2.04E-02
3.75;0.5;0.0672831;0.00869348;;;3.75;0.5;1.15E-02;1.78E-02
4;0.5;0.0629309;0.00765218;;;4;0.5;1.01E-02;1.56E-02
4.25;0.5;0.0591136;0.00678672;;;4.25;0.5;8.92E-03;1.39E-02
4.5;0.5;0.0557375;0.00605977;;;4.5;0.5;7.95E-03;1.24E-02
4.75;0.5;0.0527298;0.00544334;;;4.75;0.5;7.14E-03;1.11E-02
5;0.5;0.0500328;0.00491617;;;5;0.5;6.44E-03;1.00E-02
-5;0.75;0.0504866;0.0072625;;;-5;0.75;6.63E-03;1.48E-02
-4.75;0.75;0.0532557;0.00802805;;;-4.75;0.75;7.37E-03;1.64E-02
-4.5;0.75;0.0563516;0.00892001;;;-4.5;0.75;8.24E-03;1.82E-02
-4.25;0.75;0.0598362;0.00996744;;;-4.25;0.75;9.28E-03;2.04E-02
-4;0.75;0.0637888;0.0112081;;;-4;0.75;1.05E-02;2.29E-02
-3.75;0.75;0.0683113;0.0126919;;;-3.75;0.75;1.20E-02;2.59E-02
-3.5;0.75;0.073538;0.0144852;;;-3.5;0.75;1.39E-02;2.96E-02
-3.25;0.75;0.0796487;0.0166786;;;-3.25;0.75;1.62E-02;3.41E-02
-3;0.75;0.0868898;0.0193966;;;-3;0.75;1.92E-02;3.96E-02
-2.75;0.75;0.0956073;0.0228148;;;-2.75;0.75;2.31E-02;4.66E-02
-2.5;0.75;0.106301;0.0271842;;;-2.5;0.75;2.83E-02;5.55E-02
